Asset_Name,Property_ID,Uniformat_Category,Component_Type,Correction_Work_Type,Fiscal_Year,Correction_Cost,API,Current_FCI,Projected_FCI,Current_RSL,Projected_RSL,Quantity,UoM,Assessment_Method,Last_Inspected_Rating,Assessor_Comments,CAIS_Asset_ID,Section_ID
Research Facility 4612365,4612365,Foundations & Substructure,Reinforced Concrete Repair,Replace System,2034,610864.0,77,0.933,0.9625,25,13,8794,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-541,SEC-2
Research Facility 4612365,4612365,Roofing Systems,Air Handling Unit,Replace System,2033,353105.0,47,0.6737,0.6002,-3,20,839,EA,Direct Visual,83,Synthetic DOE Assessor Comment,CAIS-666,SEC-3
Research Facility 4612365,4612365,Foundations & Substructure,Epoxy Floor Coating,Sustainment Paint,2034,40602.0,98,0.6712,0.78,30,12,1947,EA,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-503,SEC-3
Research Facility 4684531,4684531,Plumbing Systems,EPDM Membrane Roof,Repair Deficiency,2030,629938.0,78,0.3972,0.8178,27,20,8194,SF,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-139,SEC-2
Research Facility 4684531,4684531,HVAC & Mechanical,EPDM Membrane Roof,Replace System,2035,234415.0,59,0.8895,0.8702,4,27,2291,LF,Direct Visual,99,Synthetic DOE Assessor Comment,CAIS-426,SEC-2
Research Facility 4684531,4684531,Interior Finishes,Chilled Water Loop,Sustainment Paint,2031,286321.0,76,0.7767,0.3495,16,27,8352,KV,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-406,SEC-4
Research Facility 4684531,4684531,Electrical Systems,Reinforced Concrete Repair,Replace System,2032,357749.0,87,0.9065,0.3997,2,21,9564,LF,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-127,SEC-5
Research Facility 4684531,4684531,Interior Finishes,EPDM Membrane Roof,Sustainment Paint,2030,614880.0,93,0.3577,0.9709,-2,25,2794,KV,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-941,SEC-2
Research Facility 4684531,4684531,Foundations & Substructure,Chilled Water Loop,Sustainment Paint,2028,16307.0,25,0.8869,0.8986,-4,23,5140,KV,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-522,SEC-2
Research Facility 4684531,4684531,Interior Finishes,Chilled Water Loop,Sustainment Paint,2034,487508.0,95,0.9441,0.9705,-2,3,8499,EA,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-432,SEC-4
Research Facility 4684531,4684531,Plumbing Systems,Epoxy Floor Coating,Replace System,2029,520423.0,59,0.5559,0.3568,29,16,8951,LF,Direct Visual,76,Synthetic DOE Assessor Comment,CAIS-724,SEC-4
Research Facility 4823498,4823498,Superstructure & Walls,EPDM Membrane Roof,Sustainment Paint,2031,205696.0,29,0.557,0.7795,14,13,3397,KV,Direct Visual,80,Synthetic DOE Assessor Comment,CAIS-591,SEC-3
Research Facility 4823498,4823498,Plumbing Systems,High-Voltage Switchgear,Sustainment Paint,2031,450845.0,37,0.5246,0.5954,2,29,6221,KV,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-891,SEC-2
Research Facility 4823498,4823498,Roofing Systems,Reinforced Concrete Repair,Replace System,2028,88688.0,45,0.3077,0.6187,23,11,7850,EA,Direct Visual,72,Synthetic DOE Assessor Comment,CAIS-947,SEC-5
Research Facility 4823498,4823498,Roofing Systems,Chilled Water Loop,Sustainment Paint,2031,650749.0,18,0.8039,0.8217,1,10,3973,SF,Direct Visual,93,Synthetic DOE Assessor Comment,CAIS-331,SEC-2
Research Facility 4823498,4823498,Foundations & Substructure,Reinforced Concrete Repair,Replace System,2032,159042.0,92,0.7415,0.8073,25,1,2253,SF,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-261,SEC-4
Research Facility 4823498,4823498,HVAC & Mechanical,Epoxy Floor Coating,Replace System,2030,504208.0,97,0.4615,0.5722,13,15,4677,SF,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-767,SEC-5
Research Facility 4842788,4842788,Plumbing Systems,Air Handling Unit,Sustainment Paint,2027,292660.0,23,0.3564,0.6593,21,6,596,KV,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-290,SEC-3
Research Facility 4842788,4842788,Foundations & Substructure,Reinforced Concrete Repair,Replace System,2028,245304.0,43,0.955,0.3083,13,24,8902,KV,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-971,SEC-5
Research Facility 4842788,4842788,Interior Finishes,EPDM Membrane Roof,Repair Deficiency,2028,656483.0,43,0.6781,0.5194,5,24,4216,EA,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-854,SEC-3
Research Facility 4842788,4842788,Electrical Systems,EPDM Membrane Roof,Sustainment Paint,2030,488761.0,23,0.9288,0.925,20,22,8443,LF,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-510,SEC-1
Research Facility 4842788,4842788,Superstructure & Walls,High-Performance Glazing,Replace System,2032,262247.0,32,0.6766,0.9591,-5,11,6285,EA,Direct Visual,88,Synthetic DOE Assessor Comment,CAIS-871,SEC-3
Research Facility 4842788,4842788,Roofing Systems,EPDM Membrane Roof,Sustainment Paint,2027,640853.0,34,0.413,0.4474,18,10,1018,SF,Direct Visual,89,Synthetic DOE Assessor Comment,CAIS-414,SEC-2
Research Facility 4905582,4905582,HVAC & Mechanical,Chilled Water Loop,Sustainment Paint,2031,261714.0,89,0.6091,0.7267,2,13,6022,EA,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-236,SEC-4
Research Facility 4905582,4905582,Superstructure & Walls,Epoxy Floor Coating,Sustainment Paint,2032,371001.0,54,0.5613,0.8012,30,25,8807,EA,Direct Visual,75,Synthetic DOE Assessor Comment,CAIS-796,SEC-5
Research Facility 4905582,4905582,Electrical Systems,High-Voltage Switchgear,Repair Deficiency,2035,13523.0,58,0.9054,0.6098,28,18,1280,SF,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-948,SEC-5
Research Facility 4905582,4905582,Plumbing Systems,High-Performance Glazing,Sustainment Paint,2035,68703.0,20,0.5282,0.4154,5,15,8526,KV,Direct Visual,67,Synthetic DOE Assessor Comment,CAIS-796,SEC-2
Research Facility 4905582,4905582,HVAC & Mechanical,Chilled Water Loop,Replace System,2028,517223.0,66,0.6153,0.5403,23,-2,7430,EA,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-525,SEC-4
Research Facility 4905582,4905582,Plumbing Systems,Reinforced Concrete Repair,Sustainment Paint,2034,689781.0,87,0.4808,0.545,14,-4,6488,LF,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-863,SEC-2
Research Facility 4905582,4905582,Plumbing Systems,Reinforced Concrete Repair,Repair Deficiency,2033,546947.0,45,0.6082,0.322,-1,29,988,SF,Direct Visual,90,Synthetic DOE Assessor Comment,CAIS-132,SEC-3
Research Facility 4905582,4905582,Interior Finishes,High-Performance Glazing,Repair Deficiency,2033,319928.0,48,0.8534,0.7656,19,23,6185,KV,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-799,SEC-5
Research Facility 4905582,4905582,Superstructure & Walls,Air Handling Unit,Replace System,2028,85344.0,23,0.3906,0.3518,29,20,8665,EA,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-954,SEC-1
Research Facility 5107245,5107245,Roofing Systems,Epoxy Floor Coating,Sustainment Paint,2035,441161.0,55,0.9459,0.7935,29,19,3763,EA,Direct Visual,89,Synthetic DOE Assessor Comment,CAIS-454,SEC-2
Research Facility 5107245,5107245,Roofing Systems,High-Performance Glazing,Sustainment Paint,2028,577778.0,5,0.925,0.3563,21,-4,3944,EA,Direct Visual,64,Synthetic DOE Assessor Comment,CAIS-203,SEC-5
Research Facility 5107245,5107245,Foundations & Substructure,Epoxy Floor Coating,Sustainment Paint,2027,419509.0,32,0.6751,0.4121,-3,20,7192,EA,Direct Visual,94,Synthetic DOE Assessor Comment,CAIS-322,SEC-1
Research Facility 5437923,5437923,Plumbing Systems,EPDM Membrane Roof,Repair Deficiency,2032,527803.0,74,0.556,0.8512,15,10,4945,EA,Direct Visual,93,Synthetic DOE Assessor Comment,CAIS-326,SEC-4
Research Facility 5437923,5437923,Roofing Systems,EPDM Membrane Roof,Repair Deficiency,2035,115316.0,76,0.5562,0.8097,6,22,9108,KV,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-452,SEC-4
Research Facility 5437923,5437923,Electrical Systems,Chilled Water Loop,Replace System,2033,720540.0,53,0.9595,0.8726,4,14,6168,EA,Direct Visual,94,Synthetic DOE Assessor Comment,CAIS-584,SEC-2
Research Facility 5437923,5437923,Electrical Systems,High-Performance Glazing,Replace System,2029,153956.0,60,0.6187,0.5821,-2,30,6762,KV,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-642,SEC-2
Research Facility 5437923,5437923,Interior Finishes,High-Performance Glazing,Replace System,2030,2904.0,43,0.3383,0.888,0,23,6080,SF,Direct Visual,94,Synthetic DOE Assessor Comment,CAIS-841,SEC-2
Research Facility 5479144,5479144,Roofing Systems,Epoxy Floor Coating,Sustainment Paint,2027,676244.0,10,0.6634,0.8099,7,30,3556,KV,Direct Visual,73,Synthetic DOE Assessor Comment,CAIS-990,SEC-3
Research Facility 5479144,5479144,Roofing Systems,Reinforced Concrete Repair,Repair Deficiency,2030,345286.0,95,0.6777,0.8229,2,25,3975,EA,Direct Visual,85,Synthetic DOE Assessor Comment,CAIS-345,SEC-5
Research Facility 5479144,5479144,Roofing Systems,High-Voltage Switchgear,Replace System,2033,7309.0,60,0.8778,0.4682,29,17,5054,LF,Direct Visual,83,Synthetic DOE Assessor Comment,CAIS-625,SEC-4
Research Facility 5528972,5528972,Foundations & Substructure,High-Voltage Switchgear,Sustainment Paint,2034,452113.0,98,0.4394,0.471,15,8,6074,LF,Direct Visual,86,Synthetic DOE Assessor Comment,CAIS-146,SEC-5
Research Facility 5528972,5528972,Electrical Systems,High-Performance Glazing,Sustainment Paint,2029,318576.0,3,0.7122,0.4555,11,30,9569,KV,Direct Visual,78,Synthetic DOE Assessor Comment,CAIS-256,SEC-2
Research Facility 5528972,5528972,Roofing Systems,High-Performance Glazing,Replace System,2030,302388.0,64,0.8148,0.3319,30,16,4217,KV,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-571,SEC-2
Research Facility 5528972,5528972,HVAC & Mechanical,High-Voltage Switchgear,Replace System,2029,508450.0,18,0.3772,0.7567,29,26,3016,SF,Direct Visual,93,Synthetic DOE Assessor Comment,CAIS-134,SEC-1
Research Facility 5528972,5528972,Electrical Systems,Air Handling Unit,Repair Deficiency,2027,191589.0,53,0.6238,0.8653,3,9,1114,EA,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-323,SEC-5
Research Facility 5528972,5528972,Interior Finishes,EPDM Membrane Roof,Repair Deficiency,2034,689909.0,85,0.8795,0.6753,26,-4,109,KV,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-117,SEC-5
Research Facility 5528972,5528972,HVAC & Mechanical,EPDM Membrane Roof,Sustainment Paint,2031,633672.0,3,0.3601,0.8384,27,22,2938,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-636,SEC-2
Research Facility 5528972,5528972,Superstructure & Walls,High-Performance Glazing,Sustainment Paint,2035,484180.0,33,0.3911,0.3196,17,12,6503,SF,Direct Visual,83,Synthetic DOE Assessor Comment,CAIS-515,SEC-4
Research Facility 5528972,5528972,Plumbing Systems,High-Performance Glazing,Sustainment Paint,2030,46738.0,39,0.8336,0.7348,0,-3,1532,KV,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-486,SEC-5
Research Facility 5528972,5528972,Interior Finishes,Reinforced Concrete Repair,Sustainment Paint,2027,487950.0,90,0.4448,0.3927,5,0,8190,KV,Direct Visual,81,Synthetic DOE Assessor Comment,CAIS-679,SEC-1
Research Facility 5661907,5661907,Superstructure & Walls,High-Performance Glazing,Sustainment Paint,2034,605375.0,35,0.9667,0.7135,-3,-1,4594,SF,Direct Visual,71,Synthetic DOE Assessor Comment,CAIS-970,SEC-3
Research Facility 5661907,5661907,Foundations & Substructure,High-Performance Glazing,Sustainment Paint,2029,731413.0,97,0.5667,0.5975,20,-1,4904,EA,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-346,SEC-5
Research Facility 5661907,5661907,Electrical Systems,High-Voltage Switchgear,Replace System,2035,457602.0,43,0.7939,0.6723,19,3,1285,LF,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-200,SEC-4
Research Facility 5663623,5663623,Electrical Systems,Reinforced Concrete Repair,Replace System,2033,306962.0,100,0.5696,0.723,15,-4,4479,KV,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-333,SEC-3
Research Facility 5663623,5663623,Plumbing Systems,Epoxy Floor Coating,Replace System,2029,255990.0,88,0.7744,0.8416,19,0,4840,EA,Direct Visual,64,Synthetic DOE Assessor Comment,CAIS-184,SEC-3
Research Facility 5663623,5663623,Superstructure & Walls,Epoxy Floor Coating,Sustainment Paint,2029,510541.0,95,0.9301,0.6346,19,15,5910,SF,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-105,SEC-3
Research Facility 5663623,5663623,Interior Finishes,EPDM Membrane Roof,Replace System,2028,319767.0,17,0.6122,0.9664,0,6,7062,KV,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-668,SEC-5
Research Facility 5663623,5663623,Interior Finishes,Reinforced Concrete Repair,Repair Deficiency,2028,8069.0,46,0.5236,0.7307,30,0,9781,LF,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-112,SEC-3
Research Facility 5663623,5663623,Interior Finishes,Epoxy Floor Coating,Repair Deficiency,2035,669875.0,32,0.5323,0.6653,28,5,6238,EA,Direct Visual,68,Synthetic DOE Assessor Comment,CAIS-375,SEC-3
Research Facility 5667265,5667265,Interior Finishes,High-Performance Glazing,Repair Deficiency,2029,682074.0,56,0.3871,0.4033,12,21,4912,KV,Direct Visual,64,Synthetic DOE Assessor Comment,CAIS-469,SEC-3
Research Facility 5667265,5667265,Superstructure & Walls,Air Handling Unit,Sustainment Paint,2034,669497.0,77,0.7744,0.4224,7,24,1753,EA,Direct Visual,79,Synthetic DOE Assessor Comment,CAIS-106,SEC-4
Research Facility 5667265,5667265,Roofing Systems,High-Voltage Switchgear,Sustainment Paint,2033,174812.0,43,0.9098,0.6223,23,16,7056,EA,Direct Visual,79,Synthetic DOE Assessor Comment,CAIS-428,SEC-5
Research Facility 5667265,5667265,HVAC & Mechanical,High-Performance Glazing,Replace System,2032,334368.0,23,0.9617,0.7093,20,15,4776,KV,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-900,SEC-2
Research Facility 5667265,5667265,Roofing Systems,Epoxy Floor Coating,Replace System,2033,419670.0,47,0.8588,0.5347,2,7,9704,EA,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-127,SEC-4
Research Facility 5667265,5667265,HVAC & Mechanical,High-Performance Glazing,Replace System,2031,39168.0,89,0.3216,0.6731,-1,21,8181,EA,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-410,SEC-2
Research Facility 5667265,5667265,Roofing Systems,Air Handling Unit,Repair Deficiency,2033,369324.0,49,0.5421,0.9081,-1,23,9797,KV,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-510,SEC-5
Research Facility 5855124,5855124,Plumbing Systems,Reinforced Concrete Repair,Replace System,2035,373108.0,77,0.6423,0.7695,0,1,4068,LF,Direct Visual,70,Synthetic DOE Assessor Comment,CAIS-762,SEC-5
Research Facility 5855124,5855124,Foundations & Substructure,Chilled Water Loop,Sustainment Paint,2033,26124.0,97,0.3628,0.6272,16,22,1736,SF,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-364,SEC-2
Research Facility 5855124,5855124,Plumbing Systems,Air Handling Unit,Sustainment Paint,2035,176793.0,75,0.3556,0.894,9,23,6130,KV,Direct Visual,89,Synthetic DOE Assessor Comment,CAIS-890,SEC-5
Research Facility 5855124,5855124,HVAC & Mechanical,Chilled Water Loop,Repair Deficiency,2032,383475.0,4,0.3415,0.4883,25,1,4841,KV,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-218,SEC-2
Research Facility 5855124,5855124,Roofing Systems,EPDM Membrane Roof,Replace System,2034,212676.0,27,0.3575,0.7061,28,25,5707,KV,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-548,SEC-4
Research Facility 5855124,5855124,Roofing Systems,Reinforced Concrete Repair,Replace System,2027,745591.0,91,0.4424,0.5519,2,-4,5621,SF,Direct Visual,70,Synthetic DOE Assessor Comment,CAIS-858,SEC-2
Research Facility 5855124,5855124,Plumbing Systems,High-Performance Glazing,Sustainment Paint,2029,638105.0,43,0.4606,0.8168,30,22,7571,EA,Direct Visual,85,Synthetic DOE Assessor Comment,CAIS-744,SEC-2
Research Facility 5855124,5855124,Superstructure & Walls,Air Handling Unit,Sustainment Paint,2033,70161.0,51,0.6145,0.8083,-4,7,7366,KV,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-104,SEC-2
Research Facility 5855124,5855124,Superstructure & Walls,EPDM Membrane Roof,Sustainment Paint,2028,269265.0,74,0.4005,0.3905,1,29,3064,LF,Direct Visual,80,Synthetic DOE Assessor Comment,CAIS-301,SEC-4
Research Facility 5918715,5918715,Roofing Systems,Air Handling Unit,Replace System,2035,662982.0,82,0.9087,0.6479,15,19,6432,SF,Direct Visual,82,Synthetic DOE Assessor Comment,CAIS-460,SEC-4
Research Facility 5918715,5918715,Plumbing Systems,High-Performance Glazing,Sustainment Paint,2031,565426.0,79,0.3207,0.8897,0,3,5132,SF,Direct Visual,75,Synthetic DOE Assessor Comment,CAIS-412,SEC-1
Research Facility 5918715,5918715,Superstructure & Walls,EPDM Membrane Roof,Sustainment Paint,2029,615657.0,66,0.6622,0.4649,19,21,9772,EA,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-492,SEC-4
Research Facility 5918715,5918715,Superstructure & Walls,Epoxy Floor Coating,Sustainment Paint,2035,434234.0,89,0.5566,0.3136,6,30,2734,KV,Direct Visual,78,Synthetic DOE Assessor Comment,CAIS-243,SEC-2
Research Facility 6292423,6292423,Electrical Systems,Epoxy Floor Coating,Sustainment Paint,2027,250236.0,46,0.8717,0.3607,-5,26,2237,EA,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-675,SEC-5
Research Facility 6292423,6292423,HVAC & Mechanical,Epoxy Floor Coating,Replace System,2034,574703.0,54,0.4586,0.5332,23,26,2741,SF,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-131,SEC-2
Research Facility 6292423,6292423,Roofing Systems,Reinforced Concrete Repair,Replace System,2030,401884.0,69,0.7618,0.8366,13,5,7493,KV,Direct Visual,95,Synthetic DOE Assessor Comment,CAIS-623,SEC-1
Research Facility 6292423,6292423,Plumbing Systems,Reinforced Concrete Repair,Replace System,2035,651824.0,47,0.6261,0.6973,29,-3,7232,EA,Direct Visual,87,Synthetic DOE Assessor Comment,CAIS-204,SEC-2
Research Facility 6292423,6292423,Roofing Systems,High-Voltage Switchgear,Repair Deficiency,2034,28569.0,34,0.6991,0.8069,17,0,7194,SF,Direct Visual,75,Synthetic DOE Assessor Comment,CAIS-314,SEC-5
Research Facility 6292423,6292423,HVAC & Mechanical,EPDM Membrane Roof,Sustainment Paint,2033,83764.0,22,0.6838,0.5576,3,8,3391,SF,Direct Visual,96,Synthetic DOE Assessor Comment,CAIS-459,SEC-5
Research Facility 6292423,6292423,Roofing Systems,Chilled Water Loop,Sustainment Paint,2029,193576.0,42,0.5469,0.7392,13,13,9384,LF,Direct Visual,92,Synthetic DOE Assessor Comment,CAIS-795,SEC-1
Research Facility 6292423,6292423,Superstructure & Walls,High-Voltage Switchgear,Replace System,2027,602491.0,36,0.6388,0.5246,3,3,4091,EA,Direct Visual,80,Synthetic DOE Assessor Comment,CAIS-948,SEC-2
Research Facility 6440561,6440561,Interior Finishes,High-Performance Glazing,Sustainment Paint,2031,423740.0,81,0.4613,0.3692,21,19,7406,SF,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-913,SEC-1
Research Facility 6440561,6440561,Interior Finishes,Chilled Water Loop,Sustainment Paint,2031,118921.0,89,0.5484,0.6317,18,24,7997,LF,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-102,SEC-1
Research Facility 6440561,6440561,HVAC & Mechanical,Epoxy Floor Coating,Sustainment Paint,2032,189710.0,9,0.3598,0.848,29,20,3569,KV,Direct Visual,73,Synthetic DOE Assessor Comment,CAIS-606,SEC-3
Research Facility 6440561,6440561,Roofing Systems,High-Voltage Switchgear,Replace System,2032,161018.0,71,0.8728,0.3351,3,26,5632,SF,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-201,SEC-4
Research Facility 6440561,6440561,Foundations & Substructure,Reinforced Concrete Repair,Repair Deficiency,2034,543177.0,59,0.5705,0.9592,-5,22,3315,EA,Direct Visual,79,Synthetic DOE Assessor Comment,CAIS-262,SEC-3
Research Facility 6440561,6440561,Foundations & Substructure,Air Handling Unit,Replace System,2031,125383.0,11,0.3036,0.963,18,5,849,KV,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-412,SEC-2
Research Facility 6440561,6440561,Interior Finishes,Air Handling Unit,Repair Deficiency,2028,114721.0,1,0.4162,0.7547,8,25,1277,EA,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-331,SEC-5
Research Facility 6440561,6440561,HVAC & Mechanical,Epoxy Floor Coating,Repair Deficiency,2027,527634.0,90,0.6638,0.6241,16,2,6920,EA,Direct Visual,90,Synthetic DOE Assessor Comment,CAIS-172,SEC-2
Research Facility 6440561,6440561,Interior Finishes,Reinforced Concrete Repair,Sustainment Paint,2028,140041.0,14,0.9582,0.7834,15,18,4903,EA,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-892,SEC-2
Research Facility 6647119,6647119,Foundations & Substructure,Chilled Water Loop,Sustainment Paint,2027,191639.0,79,0.6452,0.4648,5,23,5754,EA,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-866,SEC-2
Research Facility 6647119,6647119,Interior Finishes,Chilled Water Loop,Sustainment Paint,2034,392178.0,28,0.7809,0.8221,0,1,2294,SF,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-847,SEC-4
Research Facility 6647119,6647119,Roofing Systems,Epoxy Floor Coating,Replace System,2029,569321.0,32,0.6952,0.405,12,0,4066,LF,Direct Visual,61,Synthetic DOE Assessor Comment,CAIS-968,SEC-3
Research Facility 6647119,6647119,Superstructure & Walls,Chilled Water Loop,Sustainment Paint,2035,369936.0,25,0.6622,0.3352,20,13,895,EA,Direct Visual,91,Synthetic DOE Assessor Comment,CAIS-495,SEC-1
Research Facility 6647119,6647119,Superstructure & Walls,Epoxy Floor Coating,Sustainment Paint,2028,717243.0,68,0.3914,0.3431,-5,18,5186,EA,Direct Visual,84,Synthetic DOE Assessor Comment,CAIS-981,SEC-5
Research Facility 6708456,6708456,Roofing Systems,Chilled Water Loop,Sustainment Paint,2029,304453.0,98,0.5192,0.8507,25,-1,274,SF,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-368,SEC-2
Research Facility 6708456,6708456,Foundations & Substructure,Reinforced Concrete Repair,Replace System,2035,11012.0,37,0.3944,0.3018,27,21,6940,KV,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-755,SEC-5
Research Facility 6708456,6708456,Plumbing Systems,Chilled Water Loop,Repair Deficiency,2031,95570.0,11,0.6207,0.5801,14,0,8378,EA,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-649,SEC-3
Research Facility 6708456,6708456,Interior Finishes,Chilled Water Loop,Sustainment Paint,2028,44578.0,40,0.9321,0.8648,22,10,949,EA,Direct Visual,65,Synthetic DOE Assessor Comment,CAIS-544,SEC-1
Research Facility 6708456,6708456,Interior Finishes,Chilled Water Loop,Sustainment Paint,2027,307573.0,40,0.3845,0.797,6,2,208,EA,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-267,SEC-4
Research Facility 6708456,6708456,Roofing Systems,Chilled Water Loop,Sustainment Paint,2031,466508.0,22,0.4394,0.5579,18,3,4404,SF,Direct Visual,61,Synthetic DOE Assessor Comment,CAIS-443,SEC-4
Research Facility 6708456,6708456,Roofing Systems,Chilled Water Loop,Repair Deficiency,2031,663275.0,92,0.7907,0.3327,-1,26,7458,LF,Direct Visual,63,Synthetic DOE Assessor Comment,CAIS-611,SEC-5
Research Facility 6708456,6708456,Superstructure & Walls,EPDM Membrane Roof,Repair Deficiency,2031,89888.0,99,0.395,0.8408,1,2,3743,SF,Direct Visual,62,Synthetic DOE Assessor Comment,CAIS-979,SEC-1
Research Facility 6708456,6708456,Superstructure & Walls,Reinforced Concrete Repair,Replace System,2032,353505.0,50,0.8611,0.4268,4,6,580,KV,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-429,SEC-2
Research Facility 6770619,6770619,HVAC & Mechanical,EPDM Membrane Roof,Replace System,2028,414998.0,74,0.7523,0.6557,18,2,8226,SF,Direct Visual,71,Synthetic DOE Assessor Comment,CAIS-328,SEC-5
Research Facility 6770619,6770619,Foundations & Substructure,Epoxy Floor Coating,Repair Deficiency,2034,150556.0,37,0.8965,0.5669,14,15,1416,KV,Direct Visual,60,Synthetic DOE Assessor Comment,CAIS-477,SEC-2
Research Facility 6770619,6770619,Roofing Systems,Chilled Water Loop,Replace System,2030,192779.0,60,0.5986,0.5563,18,26,3202,EA,Direct Visual,69,Synthetic DOE Assessor Comment,CAIS-106,SEC-4
Research Facility 6770619,6770619,Foundations & Substructure,High-Performance Glazing,Sustainment Paint,2032,145526.0,82,0.7244,0.6671,-5,16,24,KV,Direct Visual,79,Synthetic DOE Assessor Comment,CAIS-206,SEC-2
Research Facility 6770619,6770619,Plumbing Systems,High-Performance Glazing,Replace System,2034,105474.0,8,0.6418,0.4579,4,12,1525,SF,Direct Visual,74,Synthetic DOE Assessor Comment,CAIS-965,SEC-5
Research Facility 6770619,6770619,Interior Finishes,Air Handling Unit,Replace System,2034,691876.0,96,0.5662,0.6617,0,1,8281,EA,Direct Visual,100,Synthetic DOE Assessor Comment,CAIS-939,SEC-4
Research Facility 6770619,6770619,Foundations & Substructure,Chilled Water Loop,Sustainment Paint,2027,94763.0,56,0.7245,0.3795,3,10,4779,LF,Direct Visual,80,Synthetic DOE Assessor Comment,CAIS-920,SEC-4
Research Facility 6770619,6770619,HVAC & Mechanical,High-Voltage Switchgear,Sustainment Paint,2032,581705.0,41,0.5263,0.7968,23,12,3828,SF,Direct Visual,72,Synthetic DOE Assessor Comment,CAIS-239,SEC-5
Research Facility 6770619,6770619,Foundations & Substructure,High-Performance Glazing,Repair Deficiency,2029,492525.0,58,0.3947,0.8399,24,15,6661,SF,Direct Visual,94,Synthetic DOE Assessor Comment,CAIS-466,SEC-2
Research Facility 6960453,6960453,Roofing Systems,Epoxy Floor Coating,Replace System,2028,270052.0,12,0.6628,0.9078,5,14,9885,SF,Direct Visual,73,Synthetic DOE Assessor Comment,CAIS-955,SEC-3
Research Facility 6960453,6960453,Superstructure & Walls,Reinforced Concrete Repair,Sustainment Paint,2030,101223.0,46,0.9784,0.8116,20,27,803,LF,Direct Visual,76,Synthetic DOE Assessor Comment,CAIS-939,SEC-2
Research Facility 6960453,6960453,Foundations & Substructure,Epoxy Floor Coating,Replace System,2035,34654.0,96,0.8059,0.3228,30,10,1552,KV,Direct Visual,66,Synthetic DOE Assessor Comment,CAIS-923,SEC-2
Research Facility 6960453,6960453,Foundations & Substructure,Reinforced Concrete Repair,Repair Deficiency,2030,283673.0,17,0.7856,0.6359,7,20,6099,SF,Direct Visual,97,Synthetic DOE Assessor Comment,CAIS-700,SEC-3
